Food_ID,name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region
240,Goan Prawn Curry,"Prawns, coconut milk, spices",non vegetarian,15,20,spicy,main course,Goa,West 
241,Parsi Sali Boti,"Lamb, potatoes, tomatoes, spices",non vegetarian,20,40,spicy,main course,Maharashtra,West
242,Maharastrian Kolhapuri Chicken,"Chicken, Kolhapuri masala, coconut, spices",non vegetarian,25,40,spicy,main course,Maharashtra,West
243,Goan Chicken Cafreal,"Chicken, green masala, vinegar, spices",non vegetarian,30,25,spicy,main course,Goa,West
244,Parsi Chicken Farcha,"Chicken, eggs, breadcrumbs, spices",non vegetarian,25,20,spicy,snack,Maharashtra,West
245,Goan Beef Xacuti,"Beef, coconut, spices, vinegar",non vegetarian,30,60,spicy,main course,Goa,West
246,Daal baati churma,"Moong dal, masoor dal, chana dal, wheat flour, almond",vegetarian,10,90,spicy,main course,Rajasthan,West
247,Upma,"Kala masala, arhar dal, curry leaves, mustard seeds, hot water",vegetarian,10,45,spicy,main course,Maharashtra,West
248,Amti,"Gram flour, mustard, garlic, turmeric, red chilli",vegetarian,10,25,spicy,main course,Maharashtra,West
249,Zunka,"Baingan, fish, coconut oil, fresh coconut, ginger",non vegetarian,15,30,spicy,main course,Maharashtra,West
250,Kolim Jawla,"Urad dal, potatoes, wheat flour, sooji",vegetarian,20,40,spicy,main course,Gujarat,West
251,Saath,"Wheat flour, pearl millet flour, hot water",vegetarian,10,10,spicy,main course,Gujarat,West
252,Bombil fry,"Bombay duck, malvani masala, rice flour, bombay rava, green chilies",non vegetarian,10,30,spicy,main course,Maharashtra,West
253,Chakali,"Rice flour, sesame, plain flour, turmeric, red chilli",vegetarian,10,40,spicy,snack,Maharashtra,West
254,Chevdo,"Citric acid, fry, raisins, sugar, chana daal",vegetarian,20,30,spicy,snack,Gujarat,West
255,Chorafali,"Urad dal, bengal gram flour, dried mango, baking soda, black salt",vegetarian,300,15,spicy,snack,Gujarat,West
256,Copra paak,"Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut",vegetarian,20,30,spicy,main course,Gujarat,West
257,Daal Dhokli,"Whole wheat flour, dal, kokum, gur, bengal gram flour",vegetarian,20,30,spicy,main course,Gujarat,West
258,Kutchi dabeli,"Pav, aloo, peanut, pomegranate, star anise",vegetarian,30,10,spicy,snack,Gujarat,West
259,Dalithoy,"Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli",vegetarian,300,20,spicy,main course,Maharashtra,West
260,Dhokla,"Rava, coconut, gram flour, mustard, sesame",vegetarian,10,20,spicy,snack,Gujarat,West
261,Gatta curry,"Yogurt, besan, sauce, garam masala powder, gram flour",vegetarian,10,20,spicy,main course,Rajasthan,West
262,Ghooghra,"Dry fruits, semolina, all purpose flour",vegetarian,10,20,spicy,snack,Gujarat,West
263,Handwo,"Bottle gourd, chana dal, cabbage, urad dal, toor dal",vegetarian,20,30,spicy,snack,Gujarat,West
264,Jeera Aloo,"Green chilies, lemon juice, chili powder, boiled potatoes",vegetarian,10,30,spicy,main course,Gujarat,West
265,Kansar,"Wheat flour, cashews, rapeseed oil",vegetarian,10,40,spicy,main course,Gujarat,West
266,Khakhra,"Whole wheat flour, low fat, bengal gram flour",vegetarian,20,40,spicy,snack,Gujarat,West
267,Khandvi,"Green chili paste, white sesame seeds, gram flour, curry leaves, green chili",vegetarian,20,45,spicy,snack,Gujarat,West
268,Kombdi vade,"Rice flour, urad dal, wheat flour, gram flour, turmeric",vegetarian,10,25,spicy,snack,Maharashtra,West
269,Koshimbir,"Cucumber, carrot, tomatoes, cilantro",vegetarian,10,10,spicy,main course,Maharashtra,West
270,Patra,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,10,40,spicy,snack,Gujarat,West
271,Pav Bhaji,"Pav bhaji masala, gobi, potatoes, green peas, dinner rolls",vegetarian,20,40,spicy,main course,Maharashtra,West
272,Puri Bhaji,"Aloo, urad dal, mustard, ginger, curry leaves",vegetarian,10,30,spicy,main course,Maharashtra,West
273,savoryudana Khichadi,"Raw peanuts, savoryudana, lemon, avocado oil, curry leaves, green chili",vegetarian,70,30,spicy,snack,Maharashtra,West
274,Sev khamani,"Khaman, pomegranate, sev, powdered sugar, garlic",vegetarian,20,30,spicy,main course,Gujarat,West
275,Sev tameta,"Sev, ginger, tomato, sugar",vegetarian,20,30,spicy,main course,Gujarat,West
276,Namakpara,"Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil",vegetarian,10,35,spicy,snack,Gujarat,West
277,Surnoli,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",vegetarian,60,10,spicy,snack,Maharashtra,West
278,Thalipeeth,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",vegetarian,25,30,spicy,main course,Maharashtra,West
279,Undhiyu,"sweet potato, surti papdi, baby potatoes, valor papdi, green peas",vegetarian,25,60,spicy,main course,Gujarat,West
280,vegetarian Kolhapuri,"Gobi, potato, beans, khus khus, coconut",vegetarian,20,30,spicy,main course,Maharashtra,West
281,Vindaloo,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",non vegetarian,10,40,spicy,main course,Goa,West
282,Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",vegetarian,30,6,spicy,snack,Gujarat,West
283,Mag Dhokli,"Moong beans, jaggery, red chillies, oil, salt",vegetarian,20,30,spicy,snack,Gujarat,West
284,Khichu,"Rice flour, sesame seeds, baking soda, peanut oil",vegetarian,300,10,spicy,snack,Gujarat,West
285,Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",vegetarian,15,30,spicy,snack,Gujarat,West
286,Farsi Puri,"Semolina, clarified butter, oil, white flour, black pepper",vegetarian,10,20,spicy,snack,Gujarat,West
287,Khaman,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour",vegetarian,10,20,spicy,snack,Gujarat,West
288,Turiya Patra Vatana savoryji,"Ridge gourd, baking soda, sugar, grated coconut, peas",vegetarian,35,40,spicy,main course,Gujarat,West
289,Undhiyu,"Mix of winter vegetarianetables, spices, peanut oil",vegetarian,40,60,spicy,main course,Gujarat,West
290,Keema Pav,"Minced meat usually mutton or lamb, spices, bread",non vegetarian,20,30,spicy,snack,Maharashtra,West
291,Methi Thepla,"Whole wheat flour, fenugreek leaves, spices",vegetarian,20,15,spicy,snack,Gujarat,West
292,Chicken Xacuti,"Chicken, coconut, spices, chili peppers",non vegetarian,30,40,spicy,main course,Goa,West
293,Kolhapuri Chicken,"Chicken, coconut, spices, chili peppers",non vegetarian,30,40,spicy,main course,Maharashtra,West
294,Undhiyu,"Mix of winter vegetarianetables, spices, peanut oil",vegetarian,40,1,spicy,main course,Gujarat,West
295,Vada Pav,"Potato patties, pav bread, chutneys",vegetarian,30,20,spicy,snack,Maharashtra,West
296,Pani puri,"Kala chana, mashed potato, boondi, sev, lemon",vegetarian,15,2,spicy,snack,Bihar,West
297,Pattor,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,10,30,spicy,main course,Rajasthan,West
298,Bafauri,"Black gram flour, ginger, green chilies, spices",vegetarian,20,30,spicy,snack,Chhattisgarh,West
299,Poha,"Beaten rice flakes, potato, curry leaves, green chilies, lemon juice",vegetarian,20,30,spicy,snack,Maharashtra,West
300,Fara,"Chana dal, whole wheat flour, arhar dal, white urad dal, garam masala powder",vegetarian,10,60,spicy,snack,Chhattisgarh,West
301,Khichdi,"Moong dal, green peas, ginger, tomato, green chili",vegetarian,40,20,spicy,main course,West Bengal,West
302,Biryani,"Chicken thighs, basmati rice, star anise, sweet, green chillies",non vegetarian,30,120,spicy,main course,Telangana,South
303,Attu,"Whole wheat flour, arhar dal, ginger, kala jeera, green chilli",vegetarian,150,25,spicy,snack,Andhra Pradesh,South
304,Avial,"Raw banana, elephant foot yam, long beans, tindora, urad dal",vegetarian,30,45,spicy,main course,Kerala,South
305,Bisi bele bath,"Split pigeon peas, chana dal, urad dal, green peas, french beans",vegetarian,30,45,spicy,main course,Karnataka,South
306,Currivepillai sadam ,"Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South
307,Kaara kozhambu,"Sesame oil, drumstick, tamarind paste, sambar powder, tomato",vegetarian,10,30,spicy,main course,Tamil Nadu,South
308,Keerai kootu,"Moong dal, chana dal, spinach, urad dal, coconut oil",vegetarian,20,30,spicy,main course,Tamil Nadu,South
309,Keerai masiyal,"Urad dal, curry leaves, sugar, mustard seeds, spinach",vegetarian,30,40,spicy,main course,Tamil Nadu,South
310,Keerai sadam,"Greens, tomato, mustard seeds, fenugreek seeds",vegetarian,10,20,spicy,main course,Tamil Nadu,South
311,Keerai poriyal,"Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili",vegetarian,20,30,spicy,main course,Tamil Nadu,South
312,Beef Fry,"Beef, coconut, garam masala, curry leaves, green chilies, chili powder",non vegetarian,10,60,spicy,main course,Kerala,South
313,Kootu,"Chana dal, urad dal, potato, beans, peas",vegetarian,10,15,spicy,main course,Tamil Nadu,South
314,Kos kootu,"Moong dal, chana dal, cabbage, tamarind, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South
315,Koshambri,"Moong dal, cucumber, curry leaves, green chili, lemon juice",vegetarian,10,20,spicy,main course,Chhattisgarh,South
316,Kothamali sadam,"Chana dal, urad dal, gooseberry, raw rice, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South
317,Kuzhakkattai,"Sesame oil, raw rice, jaggery, grated coconut",vegetarian,10,90,spicy,main course,Tamil Nadu,South
318,Kuzhambu,"Pearl onions, urad dal, drumsticks, tomato, curry leaves",vegetarian,300,30,spicy,main course,Tamil Nadu,South
319,Masala Dosa,"Chana dal, urad dal, potatoes, idli rice, thick poha",vegetarian,360,90,spicy,snack,Tamil Nadu,South
320,Pachadi,"Coconut oil, cucumber, curd, curry leaves, mustard seeds",vegetarian,10,25,spicy,main course,Tamil Nadu,South
321,Paniyaram,"Yogurt, ginger, curry leaves, baking soda, green chilli",vegetarian,10,20,spicy,main course,Tamil Nadu,South
322,Papadum,"Lentils, black pepper, vegetarianetable oil",vegetarian,5,5,spicy,snack,Kerala,South
323,Paravannam,"Raw rice,  jaggery, milk",vegetarian,10,20,spicy,main course,Kerala,South
324,Paruppu sadam,"Green moong beans, rice flour",vegetarian,120,20,spicy,snack,Andhra Pradesh,South
325,Pesarattu,"Chana dal, urad dal, beans, coconut, mustard",vegetarian,30,60,spicy,main course,Tamil Nadu,South
326,Poriyal,"Urad dal, lemon, tamarind, cooked rice, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South
327,Puli sadam,"Tomato, curry leaves, garlic, mustard seeds, hot water",vegetarian,10,35,spicy,main course,Tamil Nadu,South
328,Rasam,"Brown rice flour, sugar, grated coconut",vegetarian,495,40,spicy,main course,Kerala,South
329,Puttu,"Pigeon peas, eggplant, drumsticks, sambar powder, tamarind",vegetarian,20,45,spicy,main course,Kerala,South
330,Sambar,"Thin rice flakes, black sesame seeds, curry leaves",vegetarian,120,60,spicy,main course,Karnataka,South
331,Sandige,"Sevai, parboiled rice, steamer",vegetarian,120,30,spicy,main course,Karnataka,South
332,Sevai,"Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds",vegetarian,10,20,spicy,main course,Tamil Nadu,South
333,Thayir sadam,"Coconut, whole red beans, masala, sesame oil, tamarind",vegetarian,15,20,spicy,main course,Kerala,South
334,Theeyal,"Chana dal, urad dal, thick poha, tomato, butter",vegetarian,10,20,spicy,snack,Tamil Nadu,South
335,Uttapam,"Urad dal, ginger, curry leaves, green chilies, black pepper",vegetarian,15,20,spicy,snack,Tamil Nadu,South
336,Vada,"Meat curry powder, chicken chunks, ginger, tomato, cinnamon",non vegetarian,10,35,spicy,main course,Tamil Nadu,South
337,Chicken Varuval,"Chana dal, urad dal, ginger, curry leaves, sugar",vegetarian,10,20,spicy,snack,Tamil Nadu,South
338,Hyderabadi Biriyani,"Basmati rice, chicken or mutton, yogurt, spices",non vegetarian,30,60,spicy,main course,Telangana,South
339,Malabar Fish Curry,"Fish, coconut milk, spices",non vegetarian,20,30,spicy,main course,Kerala,South
340,Chicken Chettinad,"Chicken, coconut, spices, curry leaves",non vegetarian,30,40,spicy,main course,Tamil Nadu,South
341,Prawn Gassi,"Prawns, coconut milk, spices",non vegetarian,20,30,spicy,main course,Karnataka,South
342,Alleppey Fish Curry,"Fish, coconut milk, spices",non vegetarian,20,30,spicy,main course,Kerala,South
343,bread bajji,"Bread slices, gram flour, spices",vegetarian,10,15,spicy,snack,Tamil Nadu,South
344,Bisi bele bath,"Rice, spices, vegetarianetables , paruppu",vegetarian,15,25,spicy,main course,Karnataka,South
345,tiger rice,"Rice, spices, vegetarianetables ",vegetarian,15,25,spicy,main course,Karnataka,South
346,Kerala Fish Molee,"Fish, coconut milk, spices, curry leaves",non vegetarian,20,30,spicy,main course,Kerala,South
347,Kerala Prawn Curry,"Prawns, coconut milk, spices, curry leaves",non vegetarian,20,25,spicy,main course,Kerala,South
348,Tamil Nadu Chettinad Crab Curry,"Crab, coconut milk, spices, curry leaves",non vegetarian,25,35,spicy,main course,Tamil Nadu,South
349,Chettinad Pepper Chicken,"Chicken, black pepper, curry leaves, spices",non vegetarian,20,30,spicy,main course,Tamil Nadu, South
350,Kerala Chicken Fry,"Chicken, coconut oil, curry leaves, spices",non vegetarian,15,25,spicy,main course,Kerala,South
351,Mutton biriyani TN,"Mutton, basmati rice, spices, yogurt",non vegetarian,30,60,spicy,main course,Telangana,South
352,vichu parotta,"flour,oil, salt,vegetarianetables",vegetarian,30,15,spicy,main course,Tamil Nadu,South
353,kothu parotta,"flour,oil, salt,vegetarianetables",vegetarian,30,15,spicy,main course,Tamil Nadu,South
354,paneer fried rice,"rice, vegetarianetables,paneer,oil",vegetarian,15,10,spicy,main course,Karnataka,South
355,stuffed paneer chapathi,"Paneer, whole wheat flour, spices, ghee",vegetarian,25,20,spicy,snack,Karnataka,South
356,Hyderabadi Chicken Biriyani,"Chicken, basmati rice, saffron, spices",non vegetarian,30,45,spicy,main course,Telangana,South
357,Maach Jhol,"Fish, potol, tomato, chillies, ginger, garlic",non vegetarian,10,40,spicy,main course,Assam,North East
358,Pork Bharta,"Boiled pork, onions, chillies, ginger and garlic",non vegetarian,10,45,spicy,main course,Tripura,North East
359,Galho,"Rice, axone, salt, water, chillies, pork",non vegetarian,300,15,spicy,main course,Nagaland,North East
360,Kumol Sawul,"Rice, eggs, carrot, beetroot",non vegetarian,10,20,spicy,main course,Assam,North East
361,Haq Maas,"Lamb, garam masala powder, curd, turmeric, bay leaf",non vegetarian,20,40,spicy,main course,Assam,North East
362,Alu Pitika,"Potatoes, mustard oil, fish, green chillies",non vegetarian,300,20,spicy,main course,Assam,North East
363,Masor tenga,"Ridge gourd, fish, lemon, tomatoes, mustard oil",non vegetarian,15,25,spicy,main course,Assam,North East
364,Bengena Pitika,"Brinjal, onions, salt, sesame seeds, coriander",vegetarian,30,40,spicy,main course,Assam,North East
365,Bilahi Maas,"Potatoes, garam masala, tomatoes, mustard oil, bay leaf",non vegetarian,10,20,spicy,main course,Assam,North East
366,Black rice,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder",non vegetarian,10,30,spicy,main course,Manipur,North East
367,Bora Sawul,"Biryani masala, mixed vegetarianetables, yellow moong daal, whole red, mustard seeds",vegetarian,20,30,spicy,main course,Assam,North East
368,Khorisa,"Fermented bamboo shoot, potato, ginger, green, mustard oil",vegetarian,10,20,spicy,main course,Assam,North East
369,Koldil Chicken,"Banana flower, chicken, green chili, mustard oil, lemon juice",non vegetarian,16,30,spicy,main course,Assam,North East
370,Konir Dom,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",non vegetarian,20,45,spicy,main course,Assam,North East
371,Koldil Duck,"Rice flour, mutton, banana, gram flour, olive oil, baking powder",non vegetarian,15,30,spicy,main course,Assam,North East
372,Masor Koni,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",non vegetarian,15,30,spicy,main course,Assam,North East
373,Assamese Masor Tenga,"Fish, tomatoes, lemon, green chilies",non vegetarian,15,25,spicy,main course,Assam,North East
374,Assamese Pork Bharta,"Pork, onions, garlic, ginger, spices",non vegetarian,20,40,spicy,main course,Assam,North East
375,almond and cranberry poha,"almond flakes, onion, poha, cranberries frozen dried, salt, oil, curry leaves, green chilies, fresh coconut",vegetarian,10,20,sweet,snack,Karnataka,South
376,almond and raw banana galawat,"almond slivers, raw banana boiled, almond paste, cooking cream, refined oil, mace powder, cardamom powder , ginger garlic paste, garam masala powder, red chilli powder, salt, tempura batter",vegetarian,20,30,sweet,snack,Kashmir,North
377,baked namakpara with roasted almond dip,"almonds crushed, tomato, garlic cloves, basil sprig, lemon, salt, pepper, for namak para:, refined flour, sugar, salt, olive oil, water",vegetarian,10,60,sweet,snack,Tamil Nadu,South
378,grilled almond barfi,"khoya, sweetener optional, almonds crushed",vegetarian,10,15,sweet,dessert,Odisha,East
379,baked shankarpali ,"whole wheat flour atta, refined flour maida, garlic cloves crushed, salt, red chilli powder, chaat masala, cumin powder, tomato puree, ghee",vegetarian,10,20,sweet,snack,Rajasthan,West
380,baked multigrain murukku,"oats, ragi flour bhakri atta, wheat flour, rice flour, urad dal flour dry roast and grind the dal to a fine powder, cumin seeds, green chillies, ginger, salt, oil",vegetarian,10,20,sweet,snack,Meghalaya,North East
381,apple rabdi,"apples, milk, sugar, green cardamoms, almonds blanched, pistachios blanched",vegetarian,10,20,sweet,snack,Kerala,South
382,baked namak para,"whole wheat flour atta, refined flour maida, baking powder, ghee, salt, carom seeds ajwain",vegetarian,10,90,sweet,snack,West Bengal,East
383,dates and nuts ladoo,"dates pitted, mixed nuts almonds, cashews, walnuts, pistachios, peanuts, dessicated coconut optional",vegetarian,30,30,sweet,dessert,Maharashtra,West
384,green lentil dessert fudge,"whole moong beans, cow ghee, raisins, whole milk, jaggery organic, ground cardamom, almonds halved",vegetarian,30,90,tangy,dessert,Delhi,North
385,cashew nut cookies,"cashew paste, ghee, khaand a sweetening agent and a healthier substitute of sugar, flax or chia seeds, plain yogurt, baking soda, baking powder, vanilla, oats, organic all-purpose flour",vegetarian,10,25,tangy,dessert,Tamil Nadu,South
386,almond pearls,"toasted almonds, blueberries, oats, corn flakes, olive oil, salt, curry leaves, mustard seeds, cumin seeds, red chilli powder, turmeric powder, black pepper powder, ajwain, lemon juice",vegetarian,10,20,savory,snack,Nagaland,North East
387,hawaiin papaya salad,"papaya, fresh lime juiced, watermelon balls or small squares seedless, fresh pineapple chunks, coconut unsweetened, vanilla flavoured yogurt low fat",vegetarian,5,5,savory,breakfast,Kerala,South
388,vegetarianetable som tam salad,"raw papaya, carrot, french bean diamond, cherry tomato, garlic, crush mix chilli, somtam dressing, peanuts crushed, peanuts",vegetarian,10,20,savory,starter,Rajasthan,West
389,spinach and feta crepes,"milk whole fat or skimmed, flour, water, butter, honey, salt, vegetarianetable oil, extra butter for crisping the crepe, spinach, feta cheese crumbled, greek yogurt whisked, honey",vegetarian,120,20,spicy,soup,Bihar,East
390,couscous with ratatouille - tangy tomato sauce,"for the cous cous:, plain couscous, extra virgin olive oil, vegetarianetable stock, herbs basil, parsley, thyme, cilantro work best, for the ratatouille:, olive oil regular not extra virgin, red onions, aubergin cubes, zucchini cut in, garlic cloves, ground cumin, sweet paprika, tomato paste, salt",vegetarian,30,60,spicy,soup,Himachal Pradesh,North
391,baked almond kofta,"potato boiled, nutmeg, milk, almonds crushed, green onions, refined flour, egg, salt, pepper, eggs, refined flour for rolling, dried breadcrumbs for rolling",vegetarian,10,20,sweet,snack,Jharkhand,East
392,almond and amaranth ladoo,"popped amaranth seeds, jaggery, almonds slivered, unpeeled",vegetarian,10,35,sweet,dessert,Goa,West
393,moong dal kiwi coconut soup,"green gram dhuli moong dal, kiwis, coconut cream, oil, bay leaves, cumin seeds, coriander seeds, black peppercorns, garlic cloves, medium onion, carrot, turmeric powder, curry powder, salt, fresh coriander sprigs",vegetarian,495,40,bitter,main course,Manipur,North East
394,mixed berry & banana smoothie,"Frozen mixed berries, ripped banana,fresh orange juice, low fat curd",vegetarian,20,45,tangy,dessert,Telangana,South
395,banana walnut smoothie,"Low Fat Yogurt, Banana, Walnuts, Seeds Facseeds and Chia Seeds, Honey",vegetarian,120,60,savory,main course,Goa,West
396,spicy watermelon soup,"Watermelon, ginger-garlic paste, peppermint, chili flakes, olive oil to cook",vegetarian,120,30,bitter,main course,Goa,West
397,red rice poha,"Onion, Pepper, Button Mushroom, Wild Mushroom, White Wine, Tomato, Sage Leaf, Red Poha, Truffle Oil, Rosemary",vegetarian,10,20,bitter,soup,Telangana,South
398,mixed salad with lotus root,"Iceberg Lattoos, Lolo Rosso, Endive Lettuce, Red Cabbage, Lotus Root, Kaddu, Yam Beans, Small Onions, Pomegranate, Chalet Oil, Pomelo, Lemongrass Sauce",vegetarian,15,20,bitter,soup,Jharkhand,North
399,sweet potato and quinoa bowl,"Sweet Potato Cubes, Coconut, Onion, Knoia Ripe, Raisins, Cashew, Pepper Powder, Caen, Cassia, Salt",vegetarian,10,20,savory,soup,Gujarat,West
400,corn and raw mango salad,"Corn kernels, onions, green onions, paprika, raw mango pieces, celery stock pieces, cherry tomatoes, pineapple pieces, pasarley, green coriander, badge leaves, black olive, lemon juice, olive Oil, black salt, white pepper powder, taco shell",vegetarian,15,20,savory,starter,Punjab,North East
401,khichdi,"jamun, sugar, chilli, garlic cloves minced, cumin powdered, fish fillet pomfret or any white fish, semolina, salt, wilted spinach",vegetarian,10,35,sweet,starter,Bihar,East
402,fish with jamun sauce,"chicken boneless, cube size, chesse, garlic, ginger garlic paste, coriander, green chilli paste, cream fresh, curd, kaju paste, salt, black salt , garam masala, chaat masala, butter",non vegetarian,10,20,tangy,snack,Rajasthan,West
403,dahi lasooni chicken,"King fish cut into one inch pieces, paprika cut into one inch pieces, bezel pasto, white wine vinegar, salt, cooking spray",non vegetarian,30,60,tangy,snack,Haryana,North
404,pesto fish kebabs,"whole turkey, butter, onion, celery, crumbled sage and thyme , salt and pepper, garlic minced, balsamic vinegar, sugar, cranberry",non vegetarian,20,30,savory,snack,Telangana,South
405,roast turkey with cranberry sauce,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter to rub, extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",non vegetarian,30,40,savory,dessert,Punjab,North East
406,roasted spring chicken with root vegetariangies,"boneless skinless chicken thigh trimmed, salt and pepper, yogurt, chilli powder, ginger garlic paste, coriander leaves, oil to fry, peri peri sauce, potato fries",non vegetarian,20,30,sweet,dessert,Assam,North East
407,peri peri chicken satay,"mustard oil, curry leaves, kalonjee, saunf, garlic, onion, tomatoes, ginger, green chillies, boneless chicken, salt, tomato puree, red chilli powder, cumin powder, black salt, peppercorn crushed, water, mint, coriander",non vegetarian,20,30,sweet,snack,Haryana,North
408,spicy chicken masala,"oil, ghee, onion paste, garlic paste, ginger paste, turmeric powder, salt, tomato puree, coriander powder, red chilli powder, cumin powder, garam masala, chicken leg pieces, coriander leaves, water",non vegetarian,10,15,sweet,main course,Rajasthan,West
409,spicy chicken curry,"fresh breadcrumbs, parmesan cheese, lemon rind, fresh parsley leaves, garlic powder, plain flour, egg, milk, chicken breast supremes, vegetarianetable oil, mayonnaise, sour cream, fresh chives dried if fresh not available, fresh parsley dried if fresh not available, garlic, red onion optional, ground black pepper, salt",non vegetarian,15,25,sweet,main course,Bihar,East
410,crispy herb chicken,"dahi, cumin powder, garlic paste, garam masala, turmeric powder, red chilli powder, salt, boneless chicken, oil, green chilli, onion, tomato",non vegetarian,15,25,sweet,breakfast,Punjab,North East
411,dahi chicken,"chicken, ginger garlic paste, curd, lemon juice, vinegar, coriander powder, cumin powder, red chilli powder, salt, onion, butter, red chilli powder, coriander powder, cumin powder, ginger, water, salt, green chilli, tomatoes, sugar, butter , cream",non vegetarian,20,30,sweet,breakfast,Kerala,South
412,amritsari chicken masala,"boneless chicken, salt, cornflour, black pepper, egg, soy sauce, red chilli sauce, garlic, green chillies, green chilli sauce, vinegar, onion, capsicum, black pepper, salt",non vegetarian,20,25,tangy,soup,Bihar,East
413,chilli chicken,"chicken breast cut into strips, salt, garlic paste, ginger paste, green chilli paste, oats, refined flour, salt, freshly ground black pepper, fried mixed herbs italian herb, garlic powder",non vegetarian,25,35,tangy,snack,Andhra Pradesh,South
414,chicken tenders,"water, chicken diced, ginger garlic paste, coriander, lemon, cream, butter, turmeric powder, green chilli paste, cornflour, salt",non vegetarian,20,30,savory,starter,Gujarat,West
415,chicken nimbu dhaniya shorba,"chicken thighbreast cut crosswise into inch-thin strips, sesame oil toasted, white pepper finely ground, ginger juice, peanut oil or vegetarianetable oil divided, garlic cloves minced, ginger, red chilli flakes, red onion , snow peas trimmed, red bell pepper cut into thin strips, rice vinegar, soy sauce, dark soy sauce, chinese rice wine, brown sugar, cornflour",non vegetarian,15,25,savory,breakfast,Gujarat,West
416,garlic soya chicken,"boneless chicken, biryani masala, yogurt, onions, coconut oil, cauliflower, coconut diced, onion diced, peppercorns, cardamoms, cumin seeds, bay leaves, cinnamon, cloves, coconut oil, garam masala, dry chilli flakes, turmeric powder, black peppercorns, cardamom, cinnamon, garlic crushed, tomato puree, green chillies, fresh ginger peeled, dry red chilli, salt",non vegetarian,30,60,savory,snack,Bihar,East
417,cauliflower and chicken biryani,"onions, tomato, green chilliesslit open, ginger garlic paste, mint leaves, coriander leavescilantro, fresh yogurtcurdbeaten, turmeric powder, chilli powder, salt, chicken cut into pieces, garam masala powder, ginger garlic paste, yogurtcurd, chilli powder, coriander powder, salt, oil, cloves, bay leaf , cardamom",non vegetarian,30,15,spicy,soup,Manipur,North East
418,chicken quinoa biryani,"chicken, salt, crush black pepper, garlic cloves minced, olive oil, fresh thyme, button mushroom, onion, low fat milk, basil, basil-tomato sauce",non vegetarian,30,15,spicy,soup,Haryana,North
419,chicken and mushroom lasagna,"carrot finely diced, onion finely diced, celery finely diced, fresh thyme sprigs, whole free range chicken , pepper freshly ground, parsley stems, celery leaves, lemon slices 18 inch thick, onion, carrot, fresh lemon juice, chicken stockbroth, plums cut, fresh cherries",non vegetarian,15,10,sweet,starter,Gujarat,West
420,plum and cherry roasted chicken,"chicken breasts, olives, jalapenos, bell peppersall , thyme dried, white wine, salt, black pepper crushed to taste, egg, olive oil, mozerella cheese, processed cheese",non vegetarian,25,20,sweet,starter,Andhra Pradesh,South
421,chicken roulade,"chicken wings without skin, hung curd, chilli powder, sweet paprika powder, english mustard paste, garlic paste, salt, garlic, rum, bbq sauce",non vegetarian,30,45,bitter,breakfast,Delhi,North
422,sticky rum chicken wings,"Chicken boneless and cut into small pieces, eggs lightly whipped, maida, garlic paste, ginger paste, salt, water, oil",non vegetarian,10,40,tangy,snack,Gujarat,West
423,chicken dragon,"Chicken, Onion, Tomato, Green Chilli, Cumin Powder, Coriander Powder, Green Coriander, Curd, Ginger Garlic, Red Chilli Powder, Salt, Oil",non vegetarian,10,45,savory,soup,Odisha,East
424,chicken palwal,"Chicken Thai, Salt, Pepper, Lemon, Fresh Thyme, Barley, Brockley, Mushroom, Extra Virgin Olive Oil, Cherry Tomato",non vegetarian,300,15,bitter,dessert,Meghalaya,North East
425,pan seared thigh of chicken,"Salt, sugar, seasonings, oil, corn flour, chicken leg, fresh chilli, garlic, ginger, onion, red chili paste, tomato catchup, paprika, yellow capsicum, vegetarianetable stock",non vegetarian,10,20,bitter,soup,Meghalaya,North East
